ID,Product,Country,State,PostalCode
7223,cherry,USA,Punjab,726579
7224,elderberry,UK,Delhi,288374
7225,banana,Australia,Haryana,502653
7226,elderberry,India,Karnataka,298732
7227,cherry,USA,Karnataka,386269
7228,elderberry,UK,Karnataka,485079
7229,banana,USA,Karnataka,843834
7230,date,Australia,Delhi,410808
7231,banana,India,Tamil Nadu,335178
7232,apple,Australia,Delhi,204832
7233,apple,India,Delhi,392292
7234,banana,USA,Punjab,991387
7235,date,India,Delhi,513979
7236,elderberry,USA,Punjab,741250
7237,date,USA,Tamil Nadu,656893
7238,cherry,Canada,Tamil Nadu,984168
7239,banana,India,Tamil Nadu,720011
7240,banana,India,Punjab,658234
7241,banana,UK,Punjab,536830
7242,apple,India,Tamil Nadu,755758
7243,apple,USA,Haryana,134860
7244,date,UK,Tamil Nadu,411851
7245,apple,India,Punjab,425697
7246,banana,USA,Punjab,905348
7247,apple,Australia,Tamil Nadu,820750
7248,banana,Canada,Haryana,220571
7249,date,UK,Haryana,787020
7250,banana,Australia,Punjab,698139
7251,cherry,Canada,Haryana,708394
7252,elderberry,Canada,Karnataka,360918
7253,apple,UK,Tamil Nadu,266720
7254,cherry,India,Tamil Nadu,112562
7255,elderberry,India,Tamil Nadu,308019
7256,date,UK,Tamil Nadu,499037
7257,banana,Australia,Punjab,112518
7258,banana,USA,Delhi,534826
7259,banana,UK,Delhi,833062
7260,apple,India,Tamil Nadu,702408
7261,apple,Australia,Delhi,718975
7262,cherry,UK,Delhi,184756
7263,cherry,USA,Punjab,793982
7264,banana,USA,Karnataka,319475
7265,date,Canada,Karnataka,537003
7266,date,UK,Tamil Nadu,502537
7267,date,Canada,Tamil Nadu,286233
7268,apple,USA,Haryana,701199
7269,date,USA,Delhi,916188
7270,elderberry,UK,Haryana,876947
7271,elderberry,USA,Tamil Nadu,840955
7272,cherry,India,Punjab,756366
7273,date,Australia,Punjab,164410
7274,date,Canada,Delhi,150316
7275,banana,Australia,Punjab,622365
7276,date,Australia,Tamil Nadu,201245
7277,elderberry,UK,Tamil Nadu,778898
7278,apple,India,Haryana,316859
7279,elderberry,Australia,Tamil Nadu,177150
7280,banana,UK,Delhi,129352
7281,cherry,USA,Karnataka,278120
7282,cherry,Canada,Karnataka,690269
7283,date,USA,Delhi,801912
7284,date,Canada,Punjab,903927
7285,elderberry,Canada,Haryana,473454
7286,date,India,Tamil Nadu,881358
7287,date,USA,Haryana,997279
7288,cherry,India,Delhi,166387
7289,cherry,Australia,Punjab,683815
7290,date,UK,Delhi,599324
7291,apple,UK,Tamil Nadu,513560
7292,cherry,India,Tamil Nadu,928460
7293,elderberry,USA,Delhi,769296
7294,elderberry,India,Karnataka,993031
7295,banana,India,Punjab,634595
7296,date,USA,Haryana,623088
7297,date,Canada,Karnataka,695595
7298,apple,UK,Tamil Nadu,212512
7299,cherry,India,Karnataka,171332
7300,banana,India,Tamil Nadu,435915
7301,banana,Australia,Punjab,867156
7302,elderberry,Canada,Karnataka,981522
7303,cherry,Australia,Tamil Nadu,586106
7304,elderberry,USA,Karnataka,737269
7305,cherry,UK,Punjab,559082
7306,cherry,India,Karnataka,318289
7307,elderberry,UK,Haryana,616987
7308,cherry,India,Tamil Nadu,353460
7309,banana,USA,Karnataka,421073
7310,apple,India,Tamil Nadu,938946
7311,apple,India,Tamil Nadu,338796
7312,cherry,Canada,Delhi,168204
7313,apple,India,Tamil Nadu,301580
7314,banana,UK,Tamil Nadu,301275
7315,banana,Australia,Delhi,625300
7316,apple,USA,Karnataka,878147
7317,elderberry,India,Delhi,314303
7318,apple,USA,Karnataka,228148
7319,apple,USA,Delhi,976486
7320,banana,USA,Karnataka,158938
7321,apple,USA,Tamil Nadu,774044
7322,apple,UK,Haryana,212799
7323,elderberry,USA,Delhi,786407
7324,apple,Canada,Delhi,171400
7325,date,UK,Tamil Nadu,783426
7326,elderberry,UK,Haryana,979882
7327,cherry,UK,Tamil Nadu,302975
7328,apple,Australia,Punjab,339161
7329,banana,UK,Haryana,800114
7330,cherry,Canada,Punjab,820803
7331,banana,Canada,Karnataka,506156
7332,elderberry,USA,Karnataka,726893
7333,banana,India,Punjab,529398
7334,apple,UK,Haryana,228654
7335,cherry,UK,Punjab,357633
7336,date,Canada,Karnataka,590673
7337,cherry,UK,Haryana,812346
7338,apple,USA,Haryana,937997
7339,banana,USA,Punjab,778002
7340,apple,Australia,Haryana,757498
7341,apple,UK,Punjab,342922
7342,elderberry,Canada,Delhi,675118
7343,banana,Australia,Karnataka,560915
7344,date,India,Punjab,328827
7345,elderberry,India,Punjab,986654
7346,cherry,USA,Tamil Nadu,802456
7347,banana,USA,Haryana,263452
7348,banana,USA,Tamil Nadu,827107
7349,apple,Australia,Tamil Nadu,401646
7350,elderberry,USA,Tamil Nadu,721946
7351,banana,Australia,Tamil Nadu,702006
7352,banana,Australia,Delhi,673053
7353,apple,UK,Karnataka,582028
7354,elderberry,Canada,Delhi,460484
7355,apple,Canada,Delhi,141768
7356,date,India,Tamil Nadu,742860
7357,apple,USA,Haryana,542437
7358,apple,India,Haryana,315302
7359,cherry,UK,Karnataka,980357
7360,date,India,Punjab,809490
7361,date,Australia,Delhi,877783
7362,apple,Australia,Karnataka,164800
7363,date,UK,Delhi,653120
7364,banana,USA,Punjab,621249
7365,banana,USA,Karnataka,949345
7366,date,India,Punjab,588986
7367,banana,Canada,Haryana,766604
7368,banana,Canada,Haryana,741278
7369,elderberry,Canada,Delhi,918455
7370,cherry,UK,Delhi,998901
7371,cherry,USA,Tamil Nadu,858151
7372,date,USA,Delhi,446179
7373,apple,UK,Tamil Nadu,908303
7374,cherry,UK,Delhi,946648
7375,date,UK,Karnataka,454794
7376,elderberry,USA,Delhi,949267
7377,banana,Australia,Haryana,698278
7378,apple,USA,Delhi,181993
7379,cherry,UK,Tamil Nadu,935297
7380,cherry,Australia,Karnataka,102877
7381,banana,India,Karnataka,628086
7382,date,USA,Karnataka,422311
7383,elderberry,USA,Punjab,561423
7384,apple,Canada,Haryana,937705
7385,cherry,Canada,Tamil Nadu,204145
7386,banana,UK,Haryana,278315
7387,date,UK,Karnataka,793148
7388,elderberry,Canada,Tamil Nadu,936594
7389,cherry,UK,Haryana,322249
7390,banana,Canada,Delhi,823130
7391,elderberry,Canada,Karnataka,554896
7392,elderberry,Canada,Delhi,596456
7393,apple,India,Haryana,456717
7394,banana,Australia,Punjab,586052
7395,banana,UK,Tamil Nadu,472334
7396,banana,Australia,Delhi,189523
7397,cherry,Canada,Punjab,278539
7398,apple,UK,Karnataka,936262
7399,elderberry,USA,Karnataka,296073
7400,banana,Canada,Tamil Nadu,519187
7401,apple,Australia,Delhi,625680
7402,banana,Canada,Tamil Nadu,110510
7403,apple,USA,Punjab,742983
7404,date,India,Delhi,676639
7405,elderberry,India,Punjab,443638
7406,date,India,Punjab,771358
7407,elderberry,Australia,Delhi,636493
7408,elderberry,India,Punjab,958811
7409,apple,USA,Delhi,205586
7410,cherry,USA,Karnataka,213015
7411,banana,UK,Tamil Nadu,287234
7412,apple,USA,Haryana,639273
7413,banana,Australia,Tamil Nadu,510742
7414,cherry,Australia,Haryana,279840
7415,elderberry,UK,Delhi,302342
7416,elderberry,USA,Tamil Nadu,555752
7417,elderberry,UK,Karnataka,694116
7418,apple,Canada,Haryana,226568
7419,banana,Canada,Delhi,352828
7420,banana,Canada,Haryana,111922
7421,date,India,Haryana,215428
7422,banana,Canada,Punjab,166655
7423,elderberry,UK,Haryana,529467
7424,date,Canada,Punjab,880226
7425,apple,Canada,Karnataka,907495
7426,banana,UK,Haryana,574707
7427,banana,UK,Haryana,414562
7428,elderberry,India,Haryana,219516
7429,date,Australia,Karnataka,841485
7430,date,Australia,Karnataka,814612
7431,apple,UK,Delhi,420751
7432,date,India,Karnataka,500749
7433,apple,India,Tamil Nadu,175065
7434,elderberry,Canada,Haryana,962804
7435,elderberry,Canada,Delhi,178154
7436,banana,Australia,Tamil Nadu,803795
7437,apple,UK,Karnataka,664115
7438,apple,UK,Punjab,199590
7439,date,UK,Karnataka,256141
7440,apple,Canada,Haryana,517051
7441,apple,UK,Tamil Nadu,166502
7442,date,Canada,Haryana,151058
7443,elderberry,Canada,Punjab,919934
7444,elderberry,Australia,Haryana,910378
7445,date,USA,Delhi,887461
7446,date,UK,Haryana,431357
7447,banana,Canada,Haryana,661165
7448,banana,Australia,Haryana,345823
7449,date,Canada,Haryana,101171
7450,apple,USA,Karnataka,334856
7451,elderberry,Australia,Delhi,761596
7452,cherry,India,Delhi,838632
7453,elderberry,Australia,Punjab,991169
7454,apple,USA,Haryana,220171
7455,elderberry,USA,Punjab,329155
7456,date,India,Karnataka,600811
7457,date,UK,Haryana,746656
7458,banana,USA,Karnataka,617461
7459,apple,Australia,Punjab,183995
7460,banana,Canada,Karnataka,418287
7461,cherry,Australia,Karnataka,973900
7462,date,USA,Punjab,724348
7463,elderberry,USA,Karnataka,832201
7464,date,Australia,Tamil Nadu,407505
7465,apple,USA,Tamil Nadu,295491
7466,cherry,USA,Haryana,857645
7467,elderberry,Australia,Tamil Nadu,773390
7468,date,UK,Punjab,950727
7469,cherry,UK,Delhi,464889
7470,banana,USA,Karnataka,213959
7471,banana,Canada,Karnataka,164949
7472,apple,India,Karnataka,971151
7473,date,Canada,Karnataka,178938
7474,date,UK,Delhi,255941
7475,elderberry,Canada,Tamil Nadu,898790
7476,elderberry,Canada,Punjab,862698
7477,elderberry,India,Karnataka,388099
7478,banana,UK,Punjab,947386
7479,banana,USA,Delhi,512667
7480,elderberry,India,Delhi,726652
7481,banana,Australia,Haryana,663130
7482,cherry,India,Delhi,647034
7483,apple,India,Delhi,473371
7484,apple,UK,Haryana,626437
7485,banana,India,Delhi,701208
7486,elderberry,Canada,Haryana,425288
7487,elderberry,Canada,Punjab,269741
7488,date,India,Punjab,566944
7489,date,India,Tamil Nadu,160194
7490,banana,Australia,Delhi,315165
7491,date,Australia,Delhi,106109
7492,cherry,India,Delhi,839938
7493,banana,Australia,Haryana,207499
7494,apple,UK,Karnataka,871221
7495,banana,Canada,Tamil Nadu,507976
7496,apple,USA,Delhi,424969
7497,cherry,India,Delhi,397521
7498,apple,Canada,Punjab,399511
7499,cherry,UK,Punjab,724287
7500,elderberry,Canada,Karnataka,844503
7501,date,India,Karnataka,444814
7502,cherry,India,Karnataka,234187
7503,cherry,Canada,Haryana,194045
7504,date,Canada,Tamil Nadu,220284
7505,elderberry,India,Delhi,833315
7506,apple,Canada,Delhi,980740
7507,date,India,Delhi,136856
7508,apple,Australia,Karnataka,416096
7509,date,India,Karnataka,401516
7510,apple,India,Karnataka,971370
7511,banana,UK,Karnataka,944092
7512,date,USA,Haryana,474014
7513,elderberry,USA,Karnataka,390113
7514,elderberry,Canada,Punjab,149802
7515,date,Canada,Punjab,770430
7516,date,UK,Karnataka,964782
7517,apple,India,Tamil Nadu,714106
7518,date,Australia,Punjab,879735
7519,elderberry,UK,Delhi,226609
7520,banana,India,Delhi,395403
7521,apple,India,Haryana,481621
7522,elderberry,Canada,Haryana,521048
7523,banana,USA,Karnataka,295118
7524,apple,Australia,Tamil Nadu,663311
7525,apple,Canada,Haryana,730641
7526,cherry,Canada,Delhi,542963
7527,apple,Canada,Haryana,265464
7528,apple,UK,Tamil Nadu,181811
7529,cherry,UK,Karnataka,105744
7530,elderberry,Australia,Punjab,189229
7531,apple,UK,Karnataka,718182
7532,banana,India,Punjab,559670
7533,banana,Canada,Delhi,361147
7534,banana,UK,Delhi,775817
7535,date,USA,Delhi,558484
7536,elderberry,India,Punjab,822095
7537,elderberry,Australia,Haryana,424455
7538,cherry,Australia,Delhi,634082
7539,cherry,UK,Delhi,983059
7540,elderberry,UK,Punjab,159622
7541,banana,USA,Karnataka,633415
7542,apple,India,Delhi,352168
7543,apple,USA,Delhi,337982
7544,cherry,Canada,Tamil Nadu,583165
7545,banana,Canada,Haryana,967336
7546,cherry,India,Karnataka,363084
7547,elderberry,India,Haryana,553055
7548,apple,Australia,Haryana,590835
7549,date,Australia,Punjab,998339
7550,date,UK,Tamil Nadu,878706
7551,banana,India,Haryana,581516
7552,apple,UK,Punjab,419534
7553,date,Canada,Haryana,307674
7554,apple,UK,Punjab,706961
7555,apple,Australia,Haryana,354849
7556,banana,UK,Tamil Nadu,919618
7557,banana,Canada,Punjab,842951
7558,banana,USA,Punjab,615518
7559,cherry,Australia,Karnataka,297812
7560,date,USA,Karnataka,982671
7561,banana,UK,Karnataka,141179
7562,apple,UK,Punjab,667314
7563,cherry,USA,Tamil Nadu,239341
7564,banana,UK,Karnataka,491917
7565,apple,USA,Karnataka,284069
7566,banana,USA,Tamil Nadu,384310
7567,cherry,UK,Haryana,257234
7568,elderberry,Australia,Tamil Nadu,884304
7569,elderberry,Australia,Punjab,480910
7570,cherry,UK,Karnataka,540573
7571,elderberry,USA,Delhi,221529
7572,elderberry,India,Punjab,818619
7573,elderberry,USA,Haryana,457275
7574,cherry,India,Punjab,380840
7575,banana,Australia,Haryana,843091
7576,cherry,USA,Karnataka,360636
7577,apple,India,Karnataka,602581
7578,date,India,Tamil Nadu,204743
7579,apple,India,Haryana,197201
7580,elderberry,UK,Tamil Nadu,715498
7581,cherry,UK,Haryana,219278
7582,date,India,Delhi,921231
7583,date,Australia,Delhi,952158
7584,apple,India,Delhi,199398
7585,cherry,USA,Delhi,885916
7586,apple,Canada,Haryana,375460
7587,banana,Canada,Delhi,254968
7588,cherry,Canada,Punjab,542638
7589,apple,USA,Karnataka,622792
7590,cherry,UK,Delhi,831279
7591,cherry,Canada,Punjab,717836
7592,banana,India,Punjab,931975
7593,cherry,UK,Karnataka,915126
7594,apple,India,Karnataka,105088
7595,apple,India,Haryana,574076
7596,elderberry,Canada,Karnataka,745698
7597,cherry,India,Haryana,458525
7598,cherry,USA,Punjab,487557
7599,apple,UK,Punjab,302696
7600,banana,India,Karnataka,805883
7601,elderberry,UK,Karnataka,799322
7602,apple,Canada,Punjab,816668
7603,banana,Canada,Tamil Nadu,767937
7604,date,USA,Haryana,275554
7605,cherry,UK,Punjab,695262
7606,banana,Australia,Delhi,895033
7607,banana,India,Punjab,361116
7608,apple,Australia,Haryana,427453
7609,banana,UK,Haryana,133835
7610,elderberry,Canada,Karnataka,997325
7611,cherry,Australia,Tamil Nadu,578067
7612,date,India,Karnataka,204134
7613,banana,UK,Punjab,959889
7614,elderberry,UK,Delhi,538639
7615,apple,USA,Delhi,534030
7616,banana,USA,Karnataka,974952
7617,elderberry,Australia,Haryana,853484
7618,cherry,India,Delhi,463250
7619,cherry,Canada,Karnataka,497961
7620,cherry,Canada,Haryana,683685
7621,banana,Australia,Delhi,629227
7622,apple,Australia,Haryana,644022
7623,cherry,Australia,Tamil Nadu,701942
7624,date,USA,Delhi,705780
7625,apple,UK,Tamil Nadu,598793
7626,cherry,Canada,Tamil Nadu,469957
7627,date,Australia,Punjab,794945
7628,elderberry,Canada,Delhi,263608
7629,elderberry,UK,Delhi,927431
7630,date,Canada,Punjab,503345
7631,cherry,UK,Tamil Nadu,864186
7632,cherry,India,Delhi,560817
7633,apple,UK,Delhi,215408
7634,elderberry,India,Tamil Nadu,537479
7635,elderberry,Australia,Punjab,754519
7636,cherry,Canada,Punjab,785015
7637,cherry,Australia,Delhi,147352
7638,date,USA,Tamil Nadu,856205
7639,elderberry,USA,Karnataka,281388
7640,date,UK,Tamil Nadu,158591
7641,banana,India,Punjab,678811
7642,cherry,UK,Punjab,774017
7643,banana,Canada,Tamil Nadu,243158
7644,apple,Canada,Delhi,926023
7645,cherry,UK,Delhi,275271
7646,banana,UK,Punjab,353626
7647,date,India,Delhi,367945
7648,apple,India,Karnataka,477137
7649,date,USA,Punjab,241281
7650,banana,UK,Punjab,961266
7651,apple,USA,Tamil Nadu,597040
7652,elderberry,USA,Haryana,278330
7653,elderberry,Canada,Haryana,107133
7654,banana,Australia,Tamil Nadu,154395
7655,cherry,Australia,Haryana,758397
7656,banana,Canada,Karnataka,771084
7657,banana,Canada,Karnataka,464185
7658,apple,India,Punjab,193118
7659,banana,UK,Karnataka,249302
7660,apple,Australia,Delhi,365520
7661,banana,UK,Punjab,664335
7662,apple,UK,Karnataka,647673
7663,apple,India,Karnataka,241477
7664,elderberry,Canada,Punjab,560186
7665,cherry,India,Karnataka,386341
7666,cherry,India,Tamil Nadu,496134
7667,date,Canada,Delhi,367912
7668,date,Australia,Delhi,189007
7669,elderberry,USA,Punjab,217272
7670,banana,Australia,Delhi,905241
7671,date,UK,Karnataka,214882
7672,banana,USA,Tamil Nadu,529803
7673,banana,Canada,Karnataka,127080
7674,banana,Canada,Punjab,703700
7675,apple,USA,Tamil Nadu,208366
7676,cherry,USA,Tamil Nadu,669135
7677,date,USA,Haryana,401136
7678,date,UK,Haryana,623693
7679,elderberry,Australia,Punjab,986120
7680,banana,UK,Punjab,148475
7681,cherry,USA,Karnataka,952626
7682,date,USA,Delhi,592329
7683,elderberry,UK,Punjab,935572
7684,date,USA,Karnataka,261733
7685,apple,India,Delhi,729219
7686,cherry,Australia,Tamil Nadu,936740
7687,banana,India,Delhi,231490
7688,date,Australia,Tamil Nadu,936233
7689,date,UK,Tamil Nadu,478611
7690,elderberry,UK,Tamil Nadu,122870
7691,cherry,UK,Delhi,519501
7692,date,USA,Tamil Nadu,249642
7693,elderberry,Australia,Delhi,995095
7694,elderberry,India,Punjab,705932
7695,elderberry,Canada,Haryana,190033
7696,banana,Canada,Punjab,417423
7697,banana,India,Haryana,442303
7698,banana,Australia,Karnataka,472407
7699,apple,UK,Haryana,366985
7700,banana,USA,Haryana,140997
7701,apple,Australia,Haryana,388323
7702,date,UK,Karnataka,154051
7703,cherry,Canada,Haryana,250300
7704,cherry,UK,Tamil Nadu,294154
7705,banana,UK,Tamil Nadu,615192
7706,date,UK,Karnataka,548367
7707,apple,India,Tamil Nadu,667588
7708,cherry,Australia,Haryana,912037
7709,date,USA,Delhi,842753
7710,banana,India,Punjab,584039
7711,date,Australia,Tamil Nadu,213207
7712,banana,USA,Punjab,556450
7713,date,UK,Delhi,666159
7714,apple,USA,Karnataka,819850
7715,apple,USA,Punjab,561761
7716,banana,UK,Karnataka,296834
7717,banana,USA,Punjab,506207
7718,apple,India,Tamil Nadu,359441
7719,date,USA,Haryana,779413
7720,banana,USA,Haryana,503792
7721,apple,UK,Tamil Nadu,632917
7722,cherry,Canada,Delhi,808140
7723,apple,USA,Tamil Nadu,454486
7724,apple,UK,Karnataka,273829
7725,date,Canada,Haryana,753966
7726,cherry,Canada,Karnataka,126937
7727,apple,India,Karnataka,284315
7728,elderberry,USA,Punjab,363038
7729,banana,Canada,Haryana,449851
7730,cherry,Canada,Karnataka,348760
7731,date,Canada,Delhi,155277
7732,elderberry,UK,Delhi,187646
7733,elderberry,USA,Tamil Nadu,368514
7734,banana,USA,Haryana,120281
7735,banana,Canada,Haryana,995574
7736,apple,India,Tamil Nadu,221828
7737,banana,USA,Karnataka,501956
7738,banana,India,Haryana,245306
7739,banana,India,Karnataka,906802
7740,cherry,Canada,Haryana,616535
7741,elderberry,UK,Tamil Nadu,629255
7742,cherry,UK,Punjab,933153
7743,cherry,Canada,Haryana,449856
7744,banana,Australia,Delhi,929447
7745,banana,UK,Punjab,590838
7746,banana,USA,Delhi,816419
7747,date,Canada,Delhi,732910
7748,cherry,USA,Delhi,219912
7749,cherry,Australia,Karnataka,190899
7750,apple,Canada,Karnataka,271717
7751,banana,Australia,Karnataka,879606
7752,elderberry,Australia,Haryana,473437
7753,date,Australia,Delhi,766664
7754,date,Canada,Karnataka,271291
7755,banana,India,Haryana,152980
7756,banana,UK,Punjab,791072
7757,banana,India,Tamil Nadu,115749
7758,elderberry,Canada,Tamil Nadu,840497
7759,cherry,USA,Tamil Nadu,415249
7760,cherry,India,Karnataka,762273
7761,elderberry,UK,Karnataka,862217
7762,cherry,USA,Tamil Nadu,443924
7763,banana,UK,Tamil Nadu,135269
7764,date,India,Haryana,622131
7765,cherry,UK,Delhi,678553
7766,elderberry,USA,Haryana,737027
7767,elderberry,USA,Punjab,674462
7768,elderberry,UK,Haryana,675227
7769,elderberry,Canada,Delhi,841471
7770,banana,USA,Delhi,765286
7771,cherry,Australia,Punjab,557089
7772,banana,Australia,Tamil Nadu,993707
7773,elderberry,India,Punjab,832664
7774,banana,USA,Tamil Nadu,505926
7775,banana,Canada,Delhi,890949
7776,cherry,India,Karnataka,471802
7777,date,India,Tamil Nadu,566859
7778,apple,UK,Tamil Nadu,503411
7779,banana,USA,Delhi,968098
7780,elderberry,UK,Delhi,455471
7781,banana,India,Delhi,727203
7782,elderberry,UK,Haryana,572937
7783,elderberry,India,Tamil Nadu,267803
7784,apple,Australia,Tamil Nadu,436303
7785,elderberry,India,Haryana,187127
7786,banana,Australia,Punjab,280341
7787,cherry,Australia,Karnataka,275578
7788,elderberry,India,Haryana,956070
7789,banana,Canada,Tamil Nadu,894949
7790,apple,UK,Haryana,689720
7791,cherry,UK,Karnataka,264018
7792,cherry,Canada,Haryana,360467
7793,elderberry,USA,Delhi,124226
7794,cherry,Canada,Punjab,941865
7795,elderberry,Australia,Haryana,651118
7796,banana,India,Haryana,324499
7797,banana,UK,Karnataka,345520
7798,apple,Canada,Delhi,197080
7799,cherry,India,Tamil Nadu,228836
7800,banana,USA,Tamil Nadu,139791
7801,elderberry,USA,Delhi,299028
7802,elderberry,USA,Delhi,872650
7803,date,India,Haryana,115565
7804,date,Australia,Tamil Nadu,655201
7805,cherry,Canada,Haryana,966803
7806,date,India,Haryana,271787
7807,cherry,USA,Tamil Nadu,773488
7808,date,Australia,Delhi,765075
7809,elderberry,India,Karnataka,943576
7810,date,India,Delhi,493070
7811,date,Australia,Haryana,563117
7812,date,India,Haryana,962267
7813,cherry,USA,Karnataka,446457
7814,cherry,India,Punjab,248428
7815,banana,UK,Punjab,881940
7816,elderberry,Australia,Karnataka,950122
7817,apple,USA,Haryana,775174
7818,banana,Canada,Delhi,913410
7819,cherry,Canada,Haryana,840502
7820,cherry,UK,Delhi,456269
7821,banana,India,Delhi,312387
7822,apple,Australia,Delhi,543067
7823,banana,India,Karnataka,987465
7824,date,India,Haryana,649142
7825,date,Australia,Karnataka,849418
7826,date,USA,Haryana,815751
7827,banana,India,Punjab,172761
7828,elderberry,Canada,Karnataka,964177
7829,date,USA,Haryana,946828
7830,cherry,UK,Punjab,389208
7831,apple,UK,Haryana,636498
7832,cherry,Canada,Delhi,195688
7833,date,USA,Delhi,841983
7834,date,Canada,Punjab,252319
7835,elderberry,Australia,Tamil Nadu,762623
7836,date,USA,Delhi,379044
7837,elderberry,India,Punjab,240110
7838,apple,UK,Haryana,639549
7839,apple,Australia,Punjab,335685
7840,date,India,Tamil Nadu,163786
7841,cherry,Australia,Karnataka,805267
7842,apple,India,Delhi,363192
7843,cherry,UK,Delhi,725776
7844,apple,India,Tamil Nadu,813020
7845,banana,Canada,Tamil Nadu,784243
7846,apple,Canada,Delhi,674709
7847,apple,Canada,Delhi,824928
7848,banana,India,Tamil Nadu,847910
7849,elderberry,USA,Punjab,268922
7850,elderberry,Canada,Tamil Nadu,939665
7851,cherry,Australia,Karnataka,360531
7852,elderberry,Canada,Delhi,443404
7853,apple,Australia,Punjab,225579
7854,date,India,Tamil Nadu,852804
7855,cherry,Australia,Haryana,978844
7856,apple,UK,Delhi,136988
7857,apple,India,Delhi,844874
7858,cherry,UK,Haryana,871497
7859,cherry,India,Punjab,671950
7860,elderberry,India,Haryana,495950
7861,date,Australia,Punjab,368784
7862,date,Australia,Punjab,700893
7863,banana,India,Delhi,725325
7864,banana,Canada,Haryana,889752
7865,banana,India,Delhi,998234
7866,date,Canada,Punjab,864015
7867,cherry,USA,Punjab,306815
7868,banana,Canada,Karnataka,721833
7869,date,UK,Punjab,465473
7870,elderberry,India,Haryana,539467
7871,cherry,Australia,Haryana,104744
7872,cherry,Canada,Delhi,233451
7873,apple,Australia,Karnataka,224828
7874,banana,UK,Karnataka,417849
7875,banana,USA,Delhi,974671
7876,elderberry,India,Tamil Nadu,310045
7877,banana,UK,Haryana,889724
7878,elderberry,Australia,Delhi,545307
7879,cherry,Australia,Haryana,355886
7880,date,USA,Haryana,149882
7881,cherry,Canada,Karnataka,273215
7882,cherry,UK,Punjab,516640
7883,apple,USA,Tamil Nadu,458553
7884,elderberry,Australia,Punjab,117878
7885,cherry,Canada,Tamil Nadu,933462
7886,banana,UK,Haryana,663648
7887,banana,Canada,Karnataka,286169
7888,date,UK,Punjab,307213
7889,elderberry,UK,Haryana,617596
7890,banana,UK,Delhi,647095
7891,apple,USA,Haryana,934419
7892,date,USA,Haryana,857175
7893,banana,Canada,Tamil Nadu,174774
7894,date,Canada,Delhi,206117
7895,elderberry,USA,Tamil Nadu,753324
7896,date,Canada,Delhi,485821
7897,apple,USA,Haryana,972305
7898,apple,Canada,Haryana,328787
7899,apple,USA,Punjab,927526
7900,apple,Canada,Haryana,838625
7901,banana,Australia,Delhi,233043
7902,apple,UK,Tamil Nadu,227679
7903,cherry,UK,Haryana,527960
7904,elderberry,India,Delhi,233085
7905,apple,UK,Tamil Nadu,107296
7906,banana,Australia,Punjab,341405
7907,banana,Australia,Karnataka,438608
7908,date,USA,Punjab,828962
7909,apple,USA,Punjab,496750
7910,elderberry,UK,Punjab,413678
7911,banana,USA,Karnataka,241686
7912,banana,USA,Delhi,935076
7913,date,UK,Delhi,590677
7914,date,Canada,Tamil Nadu,508290
7915,elderberry,UK,Delhi,123079
7916,apple,UK,Punjab,642308
7917,date,India,Karnataka,184052
7918,date,UK,Karnataka,816999
7919,banana,UK,Tamil Nadu,274355
7920,banana,USA,Karnataka,474118
7921,elderberry,Canada,Punjab,877093
7922,date,India,Karnataka,205262
7923,apple,USA,Karnataka,171472
7924,cherry,India,Tamil Nadu,816751
7925,banana,Canada,Haryana,928301
7926,cherry,Australia,Karnataka,566459
7927,date,Australia,Tamil Nadu,909434
7928,banana,UK,Haryana,750062
7929,apple,India,Karnataka,584533
7930,banana,USA,Punjab,530776
7931,apple,Canada,Delhi,787174
7932,date,UK,Delhi,113116
7933,apple,UK,Haryana,628127
7934,elderberry,USA,Tamil Nadu,944234
7935,cherry,India,Tamil Nadu,632477
7936,cherry,USA,Punjab,464586
7937,cherry,UK,Haryana,998124
7938,date,USA,Punjab,689513
7939,apple,India,Delhi,990107
7940,apple,India,Karnataka,284162
7941,banana,USA,Tamil Nadu,914321
7942,apple,Australia,Tamil Nadu,861868
7943,elderberry,Australia,Tamil Nadu,956167
7944,cherry,India,Punjab,427555
7945,date,India,Punjab,740828
7946,apple,India,Tamil Nadu,537183
7947,apple,Australia,Delhi,593603
7948,cherry,UK,Karnataka,782712
7949,elderberry,UK,Delhi,358144
7950,date,UK,Punjab,240066
7951,apple,UK,Punjab,544765
7952,apple,Canada,Haryana,797758
7953,elderberry,India,Punjab,925073
7954,date,Australia,Haryana,285892
7955,apple,Australia,Karnataka,645776
7956,banana,USA,Delhi,963225
7957,apple,UK,Tamil Nadu,209547
7958,apple,India,Karnataka,956159
7959,cherry,UK,Punjab,625976
7960,elderberry,UK,Tamil Nadu,479576
7961,banana,UK,Punjab,430870
7962,date,Australia,Tamil Nadu,303395
7963,apple,USA,Tamil Nadu,241032
7964,elderberry,Canada,Tamil Nadu,949361
7965,apple,Australia,Haryana,613821
7966,date,Canada,Tamil Nadu,951714
7967,apple,UK,Punjab,665792
7968,apple,Canada,Tamil Nadu,863785
7969,cherry,USA,Tamil Nadu,924985
7970,apple,USA,Karnataka,362305
7971,elderberry,UK,Haryana,745221
7972,banana,Australia,Delhi,982287
7973,cherry,Australia,Karnataka,711241
7974,elderberry,India,Haryana,368946
7975,elderberry,USA,Delhi,469047
7976,cherry,UK,Punjab,588156
7977,elderberry,Australia,Karnataka,312525
